ResponseId,StartDate,Finished,region,gender,language_other_than_english,birth_year,is_school_student,school,school_level,adult1_occupation,adult2_occupation,activities_selected,pathway,n_activities,did_gals
R_MK0099227,2026-10-01 10:45:00,True,Geelong,Female,No,2009,Yes,Waurn Ponds PS,Year 8,Prefer not to say,Self-Employed / Small Business Owner,"Girls as Leaders in STEM program,Online STEM activities",School student,2,True
R_MK0100914,2026-09-24 10:31:00,True,Ballarat,Female,No,2015,Yes,Ballarat East SC,Year 6,"Education, Training, & Childcare",Other,"School club or lunchtime activity,Tech school programs,Girls as Leaders in STEM program",School student,3,True
R_MK0101816,2026-10-11 13:35:00,True,Gippsland,Female,No,2008,Yes,Latrobe Valley SC,Year 9,"Logistics, Driving, Delivery, & Warehousing","Hospitality, Tourism, & Food Service","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,7,False
R_MK0102866,2026-09-28 15:21:00,True,Ballarat,Female,No,2008,Yes,Wendouree PS,Year 7,"Logistics, Driving, Delivery, & Warehousing",Not sure,University programs,School student,1,False
R_MK0103899,2026-09-15 13:31:00,False,Bendigo,Female,No,2017,Yes,Eaglehawk PS,Year 5,"Technology, IT, & Digital Systems","Education, Training, & Childcare","Girls as Leaders in STEM program,Online STEM activities",School student,2,True
R_MK0104469,2026-10-01 14:11:00,False,Geelong,Female,No,2012,Yes,Corio North PS,Year 10,Prefer not to say,"Technology, IT, & Digital Systems","School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0105582,2026-10-04 10:13:00,True,Ballarat,Female,No,2017,No,"Meeting the mentor who works in tech, I asked her heaps of questions.",Year 5,"Science, Engineering, & Environment",Self-Employed / Small Business Owner,"School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities",Post-school,3,True
R_MK0106951,2026-10-02 12:49:00,True,Geelong,Female,No,2011,Yes,Waurn Ponds PS,Year 7,"Trades, Construction, Building, & Maintenance","Public Service, Police, Fire, & Emergency Services","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,University programs,Girls as Leaders in STEM program",School student,6,True
R_MK0107157,2026-10-05 14:06:00,True,Bendigo,Female,No,2013,No,Doing the experiments myself instead of watching the teacher do it.,Year 9,"Hospitality, Tourism, & Food Service","Public Service, Police, Fire, & Emergency Services","University programs,Girls as Leaders in STEM program",Post-school,2,True
R_MK0108530,2026-09-15 12:07:00,True,Ballarat,Female,No,2008,Yes,Wendouree PS,Year 5,"Hospitality, Tourism, & Food Service",Prefer not to say,"Girls as Leaders in STEM program,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,5,True
R_MK0109787,2026-09-14 12:25:00,False,Bendigo,Male,No,2018,No,"Presenting our project, I liked explaining it to the parents.",Year 11,Not sure,"Business, Finance, Management, & Legal","University programs,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",Post-school,5,False
R_MK0110138,2026-09-17 13:28:00,True,Geelong,Female,No,2012,Yes,Geelong West SC,Year 10,Other,"Technology, IT, & Digital Systems","School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program,Online STEM activities",School student,6,True
R_MK0111137,2026-09-26 13:32:00,True,Warnambool,Female,No,2015,Yes,Merri River PS,Year 7,"Healthcare, Nursing, & Medical Services",Other,"School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0112381,2026-09-28 15:03:00,True,Geelong,Male,No,2012,Yes,Waurn Ponds PS,Year 7,"Healthcare, Nursing, & Medical Services",Prefer not to say,"School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),University programs",School student,5,False
R_MK0113434,2026-09-20 11:20:00,False,Bendigo,Female,No,2013,Yes,Eaglehawk PS,Year 8,Self-Employed / Small Business Owner,,"School club or lunchtime activity,University programs,Girls as Leaders in STEM program,Online STEM activities",School student,4,True
R_MK0114344,2026-10-02 11:11:00,True,Ararat,Female,No,2009,No,"Getting to build something that actually worked, not just learn about it.",Year 8,"Agriculture, Farming, & Outdoor Work","Logistics, Driving, Delivery, & Warehousing","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),University programs,Girls as Leaders in STEM program,Online STEM activities",Post-school,6,True
R_MK0115977,2026-10-10 14:43:00,True,Warnambool,Female,Yes,2016,No,The mentor said she was first in her family to go to uni too.,Year 7,"Trades, Construction, Building, & Maintenance","Science, Engineering, & Environment","Tech school programs,University programs,Girls as Leaders in STEM program",Post-school,3,True
R_MK0116277,2026-10-10 13:45:00,False,Geelong,Female,No,2016,Yes,Bellarine PS,Year 6,Other,"Retail, Sales, & Customer Service",University programs,School student,1,False
R_MK0117584,2026-09-16 11:31:00,True,Geelong,Female,No,2016,No,"Programming the robot to move on its own, I'd never done that.",,Prefer not to say,"Trades, Construction, Building, & Maintenance","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,University programs",Post-school,5,False
R_MK0118601,2026-09-30 15:11:00,True,Bendigo,Female,No,2017,Yes,Bendigo South SC,Year 5,Not sure,"Trades, Construction, Building, & Maintenance","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup)",School student,3,False
R_MK0119688,2026-09-17 15:18:00,True,Geelong,Female,No,2009,Yes,Bellarine PS,Year 8,"Science, Engineering, & Environment","Hospitality, Tourism, & Food Service","Tech school programs,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0120370,2026-09-24 10:55:00,False,Gippsland,Male,No,2014,Yes,Traralgon East PS,Year 6,"Logistics, Driving, Delivery, & Warehousing",Prefer not to say,Tech school programs,School student,1,False
R_MK0121297,2026-10-02 14:24:00,True,Bendigo,Female,Yes,2012,Yes,Bendigo South SC,Year 5,"Creative Arts, Design, & Media","Business, Finance, Management, & Legal","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,8,True
R_MK0122334,2026-09-15 09:16:00,True,Ararat,Female,No,2012,Yes,Ararat West PS,Year 6,"Technology, IT, & Digital Systems","Technology, IT, & Digital Systems","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,7,True
R_MK0123776,2026-09-28 09:24:00,True,Ararat,Female,No,2011,Yes,Pyrenees PS,Year 9,"Logistics, Driving, Delivery, & Warehousing","Hospitality, Tourism, & Food Service","School club or lunchtime activity,Girls as Leaders in STEM program",School student,2,True
R_MK0124554,2026-09-22 10:09:00,True,Ballarat,Female,No,2013,Yes,Wendouree PS,Year 9,"Retail, Sales, & Customer Service","Administration, Office Support, & Desk Roles",Online STEM activities,School student,1,False
R_MK0125621,2026-09-27 14:19:00,True,Bendigo,Male,No,2012,Yes,Kangaroo Flat PS,Year 6,"Business, Finance, Management, & Legal","Business, Finance, Management, & Legal","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Online STEM activities",School student,5,False
R_MK0126126,2026-09-19 13:35:00,True,Bendigo,Female,Yes,2013,Yes,Bendigo South SC,Year 7,"Logistics, Driving, Delivery, & Warehousing","Technology, IT, & Digital Systems","Girls as Leaders in STEM program,Online STEM activities",School student,2,True
R_MK0127927,2026-09-15 14:04:00,True,Gippsland,Female,No,2014,Yes,Traralgon East PS,Year 9,"Home Duties, Homemaking, & Full-Time Caregiving",,"School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,8,True
R_MK0128312,2026-09-27 10:53:00,True,Geelong,Female,Yes,2013,Yes,Waurn Ponds PS,Year 10,Other,"Creative Arts, Design, & Media","University programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,5,True
R_MK0129652,2026-09-19 11:50:00,True,Geelong,Female,No,2017,Yes,Geelong West SC,Year 9,"Technology, IT, & Digital Systems",Prefer not to say,"Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,4,True
R_MK0130784,2026-09-20 09:05:00,True,Bendigo,Female,No,2013,Yes,Eaglehawk PS,Year 8,"Healthcare, Nursing, & Medical Services","Hospitality, Tourism, & Food Service","Tech school programs,Girls as Leaders in STEM program",School student,2,True
R_MK0131904,2026-09-26 15:15:00,True,Ararat,Female,No,2018,Yes,Ararat West PS,Year 7,"Public Service, Police, Fire, & Emergency Services","Creative Arts, Design, & Media","University programs,Girls as Leaders in STEM program",School student,2,True
R_MK0132200,2026-09-24 10:29:00,True,Ballarat,Female,No,2014,Yes,Ballarat East SC,Year 7,"Science, Engineering, & Environment","Creative Arts, Design, & Media","Tech school programs,Girls as Leaders in STEM program",School student,2,True
R_MK0133162,2026-09-27 10:26:00,True,Warnambool,Female,No,2018,Yes,Merri River PS,Year 6,"Public Service, Police, Fire, & Emergency Services","Education, Training, & Childcare","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Girls as Leaders in STEM program",School student,5,True
R_MK0134540,2026-10-04 15:46:00,True,Geelong,Male,No,2013,Yes,Corio North PS,Year 6,"Education, Training, & Childcare","Logistics, Driving, Delivery, & Warehousing","School club or lunchtime activity,Tech school programs,University programs",School student,3,False
R_MK0135905,2026-09-27 15:49:00,True,Geelong,Female,Yes,2008,Yes,Geelong West SC,Year 10,"Trades, Construction, Building, & Maintenance","Administration, Office Support, & Desk Roles","School club or lunchtime activity,University programs,Girls as Leaders in STEM program",School student,3,True
R_MK0136936,2026-09-15 14:55:00,True,Bendigo,Female,Yes,2018,Yes,Bendigo South SC,Year 10,"Education, Training, & Childcare",Other,"Girls as Leaders in STEM program,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,5,True
R_MK0137202,2026-09-16 15:28:00,True,Ballarat,Male,No,2012,Yes,Sebastopol PS,Year 5,"Trades, Construction, Building, & Maintenance","Technology, IT, & Digital Systems","School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),University programs",School student,5,False
R_MK0138439,2026-09-16 15:42:00,True,Ballarat,Female,Yes,2009,No,Doing the experiments myself instead of watching the teacher do it.,Year 9,Other,"Hospitality, Tourism, & Food Service","School club or lunchtime activity,Girls as Leaders in STEM program",Post-school,2,True
R_MK0139460,2026-09-22 13:34:00,True,Geelong,Female,Yes,2010,Yes,Waurn Ponds PS,Year 6,"Agriculture, Farming, & Outdoor Work","Agriculture, Farming, & Outdoor Work","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup)",School student,3,False
R_MK0140452,2026-10-06 10:16:00,True,Ballarat,Female,No,2017,Yes,Ballarat East SC,Year 5,"Trades, Construction, Building, & Maintenance","Creative Arts, Design, & Media","Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,3,False
R_MK0141545,2026-09-24 09:40:00,True,Geelong,Female,Yes,2012,No,The research part where we had to find real evidence.,,Self-Employed / Small Business Owner,Prefer not to say,"School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",Post-school,6,True
R_MK0142815,2026-10-03 10:12:00,True,Gippsland,Male,No,2016,No,Making the poster and the model together.,Year 8,"Technology, IT, & Digital Systems","Home Duties, Homemaking, & Full-Time Caregiving","Tech school programs,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",Post-school,5,False
R_MK0143734,2026-09-17 09:15:00,True,Warnambool,Female,No,2017,Yes,Emmanuel SC,Year 8,Self-Employed / Small Business Owner,"Administration, Office Support, & Desk Roles","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,7,True
R_MK0144185,2026-09-16 11:57:00,True,Ararat,Male,No,2016,No,"Finding out health jobs are STEM jobs, I thought STEM was just computers.",,"Technology, IT, & Digital Systems","Agriculture, Farming, & Outdoor Work","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),University programs",Post-school,4,False
R_MK0145711,2026-10-02 15:37:00,True,Geelong,Female,No,2017,Yes,Bellarine PS,Year 5,"Creative Arts, Design, & Media","Manufacturing, Factory Work, & Assembly","School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,6,True
R_MK0146872,2026-10-10 15:30:00,True,Geelong,Female,No,2016,Yes,Bellarine PS,Year 6,Other,Self-Employed / Small Business Owner,"Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Girls as Leaders in STEM program",School student,5,True
R_MK0147584,2026-09-15 10:25:00,True,Geelong,Female,No,2011,Yes,Geelong West SC,Year 6,Prefer not to say,Prefer not to say,"School club or lunchtime activity,Tech school programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,6,True
R_MK0148883,2026-10-04 09:23:00,True,Geelong,Female,No,2009,Yes,Waurn Ponds PS,Year 6,"Technology, IT, & Digital Systems",Prefer not to say,"School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0149612,2026-09-15 13:32:00,True,Geelong,Female,Yes,2010,Yes,Waurn Ponds PS,Year 7,"Agriculture, Farming, & Outdoor Work","Manufacturing, Factory Work, & Assembly","Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,4,True
R_MK0150239,2026-10-04 09:41:00,True,Geelong,Female,No,2015,Yes,Geelong West SC,Year 5,"Administration, Office Support, & Desk Roles","Logistics, Driving, Delivery, & Warehousing","University programs,Girls as Leaders in STEM program",School student,2,True
R_MK0151336,2026-09-30 12:59:00,True,Bendigo,Non-binary / third gender,No,2015,Yes,Eaglehawk PS,Year 9,Prefer not to say,"Agriculture, Farming, & Outdoor Work","Tech school programs,University programs",School student,2,False
R_MK0152384,2026-10-11 14:45:00,True,Geelong,Male,No,2014,Yes,Bellarine PS,Year 9,"Logistics, Driving, Delivery, & Warehousing",Other,School club or lunchtime activity,School student,1,False
R_MK0153565,2026-09-28 15:05:00,False,Bendigo,Female,No,2011,Yes,Eaglehawk PS,Year 5,"Science, Engineering, & Environment",,"Tech school programs,University programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,6,True
R_MK0154754,2026-09-30 09:25:00,True,Warnambool,Female,No,2008,Yes,Merri River PS,Year 8,"Technology, IT, & Digital Systems","Hospitality, Tourism, & Food Service","School club or lunchtime activity,University programs,Girls as Leaders in STEM program",School student,3,True
R_MK0155619,2026-10-09 10:25:00,True,Warnambool,Male,No,2012,Yes,Emmanuel SC,Year 9,Not sure,"Technology, IT, & Digital Systems",Tech school programs,School student,1,False
R_MK0156966,2026-09-20 15:09:00,True,Ararat,Female,No,2016,Yes,Ararat SC,Year 6,"Technology, IT, & Digital Systems","Science, Engineering, & Environment","School club or lunchtime activity,Girls as Leaders in STEM program",School student,2,True
R_MK0157937,2026-10-01 14:41:00,True,Ballarat,Female,No,2017,Yes,Ballarat East SC,Year 6,"Public Service, Police, Fire, & Emergency Services","Business, Finance, Management, & Legal","Tech school programs,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0158474,2026-09-29 12:31:00,True,Gippsland,Female,No,2010,Yes,Traralgon East PS,Year 5,"Science, Engineering, & Environment","Agriculture, Farming, & Outdoor Work","School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),University programs",School student,5,False
R_MK0159733,2026-09-21 12:49:00,True,Warnambool,Female,No,2017,Yes,Emmanuel SC,Year 9,"Technology, IT, & Digital Systems","Trades, Construction, Building, & Maintenance","School club or lunchtime activity,Tech school programs",School student,2,False
R_MK0160733,2026-09-18 11:06:00,True,Bendigo,Female,No,2011,Yes,Bendigo South SC,Year 6,"Science, Engineering, & Environment","Business, Finance, Management, & Legal","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,7,False
R_MK0161254,2026-09-17 13:25:00,True,Geelong,Female,No,2016,Yes,Geelong West SC,Year 8,"Retail, Sales, & Customer Service","Manufacturing, Factory Work, & Assembly","Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,4,True
R_MK0162481,2026-09-20 09:26:00,True,Gippsland,Female,Yes,2014,Yes,Latrobe Valley SC,Year 9,"Healthcare, Nursing, & Medical Services",Prefer not to say,"Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup)",School student,3,False
R_MK0163945,2026-09-17 15:48:00,True,Ballarat,Female,No,2016,Yes,Wendouree PS,Year 7,"Home Duties, Homemaking, & Full-Time Caregiving","Education, Training, & Childcare","University programs,Girls as Leaders in STEM program",School student,2,True
R_MK0164227,2026-09-21 09:11:00,True,Ballarat,Male,No,2018,Yes,Wendouree PS,Year 9,"Trades, Construction, Building, & Maintenance",Other,"School club or lunchtime activity,University programs,Online STEM activities",School student,3,False
R_MK0165174,2026-09-27 15:31:00,False,Ararat,Female,Yes,2017,Yes,Pyrenees PS,Year 6,Other,"Hospitality, Tourism, & Food Service","School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program,Online STEM activities",School student,6,True
R_MK0166745,2026-09-15 12:11:00,True,Ballarat,Female,Yes,2012,Yes,Wendouree PS,Year 7,"Science, Engineering, & Environment","Hospitality, Tourism, & Food Service","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Online STEM activities",School student,5,False
R_MK0167637,2026-09-23 15:10:00,True,Gippsland,Female,No,2011,Yes,Traralgon East PS,Year 7,"Manufacturing, Factory Work, & Assembly","Manufacturing, Factory Work, & Assembly","University programs,Girls as Leaders in STEM program",School student,2,True
R_MK0168775,2026-09-29 10:35:00,True,Ararat,Female,No,2010,Yes,Pyrenees PS,Year 7,"Logistics, Driving, Delivery, & Warehousing",Prefer not to say,"School club or lunchtime activity,Girls as Leaders in STEM program,Online STEM activities",School student,3,True
R_MK0169479,2026-09-25 11:45:00,True,Geelong,Female,No,2011,Yes,Bellarine PS,Year 10,Self-Employed / Small Business Owner,"Manufacturing, Factory Work, & Assembly","Tech school programs,Girls as Leaders in STEM program,Online STEM activities,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,6,True
R_MK0170181,2026-10-04 13:50:00,True,Bendigo,Female,No,2015,No,Talking to the women in STEM about their actual day to day jobs.,Year 10,"Business, Finance, Management, & Legal","Education, Training, & Childcare",University programs,Post-school,1,False
R_MK0171613,2026-09-29 12:18:00,True,Geelong,Female,No,2015,No,The teachers actually listened to our ideas.,Year 8,"Retail, Sales, & Customer Service","Agriculture, Farming, & Outdoor Work","Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Tech school programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",Post-school,8,True
R_MK0172371,2026-09-30 14:32:00,True,Warnambool,Female,No,2016,Yes,Warrnambool West PS,Year 5,"Public Service, Police, Fire, & Emergency Services","Administration, Office Support, & Desk Roles","Tech school programs,Girls as Leaders in STEM program",School student,2,True
R_MK0173150,2026-09-30 14:51:00,True,Geelong,Female,No,2015,Yes,Waurn Ponds PS,Year 6,"Logistics, Driving, Delivery, & Warehousing","Science, Engineering, & Environment",Online STEM activities,School student,1,False
R_MK0174572,2026-10-03 13:46:00,True,Bendigo,Female,No,2015,Yes,Bendigo South SC,Year 7,"Logistics, Driving, Delivery, & Warehousing","Retail, Sales, & Customer Service","School club or lunchtime activity,Competitions (e.g. Australian Maths Olympiad, Australian Informatics Olympiad, Robocup),Girls as Leaders in STEM program",School student,5,True
R_MK0175538,2026-09-15 10:53:00,True,Ballarat,Male,No,2017,No,"Learning the science behind farming, which is what my family does.",Year 10,"Agriculture, Farming, & Outdoor Work","Business, Finance, Management, & Legal","Tech school programs,University programs",Post-school,2,False
R_MK0176790,2026-10-04 14:14:00,True,Bendigo,Female,No,2014,Yes,Eaglehawk PS,Year 7,"Technology, IT, & Digital Systems","Administration, Office Support, & Desk Roles",School club or lunchtime activity,School student,1,False
R_MK0177409,2026-09-17 15:11:00,True,Geelong,Female,No,2008,Yes,Waurn Ponds PS,Year 6,"Science, Engineering, & Environment","Manufacturing, Factory Work, & Assembly","University programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,5,True
R_MK0178316,2026-10-12 10:55:00,False,Gippsland,Female,No,2008,Yes,Latrobe Valley SC,Year 6,"Retail, Sales, & Customer Service","Trades, Construction, Building, & Maintenance","School club or lunchtime activity,University programs,Girls as Leaders in STEM program",School student,3,True
R_MK0179159,2026-10-08 09:20:00,True,Geelong,Female,No,2017,Yes,Waurn Ponds PS,Year 6,"Agriculture, Farming, & Outdoor Work","Technology, IT, & Digital Systems","Tech school programs,University programs,Girls as Leaders in STEM program,Excursions (for example BioLab, Serendip Sanctuary, Botanical Gardens or others)",School student,6,True
