ResponseId,activity_type,battery,item,source_column
R_MK0022405,Competitions,identity,A STEM person,Q75
R_MK0022405,Competitions,identity,A problem solver,Q75
R_MK0022405,Competitions,identity,A team player,Q75
R_MK0032849,Competitions,identity,A leader,Q75
R_MK0032849,Competitions,identity,A STEM person,Q75
R_MK0032849,Competitions,identity,A team player,Q75
R_MK0036294,Competitions,identity,A leader,Q75
R_MK0036294,Competitions,identity,A STEM person,Q75
R_MK0036294,Competitions,identity,A problem solver,Q75
R_MK0036294,Competitions,identity,A team player,Q75
R_MK0037202,Competitions,identity,A good communicator,Q75
R_MK0037202,Competitions,identity,A team player,Q75
R_MK0037202,Competitions,identity,A designer,Q75
R_MK0043853,Competitions,identity,A leader,Q75
R_MK0043853,Competitions,identity,A good communicator,Q75
R_MK0043853,Competitions,identity,A STEM person,Q75
R_MK0043853,Competitions,identity,A team player,Q75
R_MK0044771,Competitions,identity,A STEM person,Q75
R_MK0044771,Competitions,identity,A team player,Q75
R_MK0045989,Competitions,identity,A good communicator,Q75
R_MK0045989,Competitions,identity,A problem solver,Q75
R_MK0048737,Competitions,identity,A STEM person,Q75
R_MK0048737,Competitions,identity,A problem solver,Q75
R_MK0048737,Competitions,identity,A designer,Q75
R_MK0049733,Competitions,identity,A STEM person,Q75
R_MK0053734,Competitions,identity,A good communicator,Q75
R_MK0057204,Competitions,identity,A problem solver,Q75
R_MK0057204,Competitions,identity,A designer,Q75
R_MK0059837,Competitions,identity,A leader,Q75
R_MK0059837,Competitions,identity,A problem solver,Q75
R_MK0059837,Competitions,identity,A designer,Q75
R_MK0060527,Competitions,identity,A leader,Q75
R_MK0060527,Competitions,identity,A good communicator,Q75
R_MK0060527,Competitions,identity,A problem solver,Q75
R_MK0060527,Competitions,identity,A designer,Q75
R_MK0063902,Competitions,identity,A leader,Q75
R_MK0063902,Competitions,identity,A problem solver,Q75
R_MK0063902,Competitions,identity,A team player,Q75
R_MK0065907,Competitions,identity,A leader,Q75
R_MK0070229,Competitions,identity,A STEM person,Q75
R_MK0074273,Competitions,identity,A leader,Q75
R_MK0074273,Competitions,identity,A STEM person,Q75
R_MK0074273,Competitions,identity,A designer,Q75
R_MK0076785,Competitions,identity,A leader,Q75
R_MK0078295,Competitions,identity,A leader,Q75
R_MK0078295,Competitions,identity,A STEM person,Q75
R_MK0078295,Competitions,identity,A team player,Q75
R_MK0078295,Competitions,identity,A designer,Q75
R_MK0079267,Competitions,identity,A STEM person,Q75
R_MK0084225,Competitions,identity,A good communicator,Q75
R_MK0084225,Competitions,identity,A problem solver,Q75
R_MK0088386,Competitions,identity,A STEM person,Q75
R_MK0088386,Competitions,identity,A designer,Q75
R_MK0089973,Competitions,identity,A leader,Q75
R_MK0089973,Competitions,identity,A STEM person,Q75
R_MK0089973,Competitions,identity,A team player,Q75
R_MK0090487,Competitions,identity,A good communicator,Q75
R_MK0090487,Competitions,identity,A problem solver,Q75
R_MK0090487,Competitions,identity,A team player,Q75
R_MK0091120,Competitions,identity,A problem solver,Q75
R_MK0091120,Competitions,identity,A team player,Q75
R_MK0099158,Competitions,identity,A designer,Q75
R_MK0103956,Competitions,identity,A designer,Q75
R_MK0104978,Competitions,identity,A good communicator,Q75
R_MK0104978,Competitions,identity,A problem solver,Q75
R_MK0104978,Competitions,identity,A team player,Q75
R_MK0104978,Competitions,identity,A designer,Q75
R_MK0107788,Competitions,identity,A team player,Q75
R_MK0107788,Competitions,identity,A designer,Q75
R_MK0109124,Competitions,identity,A good communicator,Q75
R_MK0109124,Competitions,identity,A team player,Q75
R_MK0110762,Competitions,identity,A leader,Q75
R_MK0111624,Competitions,identity,A good communicator,Q75
R_MK0111624,Competitions,identity,A STEM person,Q75
R_MK0111624,Competitions,identity,A designer,Q75
R_MK0113467,Competitions,identity,A designer,Q75
R_MK0115748,Competitions,identity,A good communicator,Q75
R_MK0115748,Competitions,identity,A team player,Q75
R_MK0115748,Competitions,identity,A designer,Q75
R_MK0117603,Competitions,identity,A good communicator,Q75
R_MK0117603,Competitions,identity,A STEM person,Q75
R_MK0117603,Competitions,identity,A problem solver,Q75
R_MK0117603,Competitions,identity,A team player,Q75
R_MK0117603,Competitions,identity,A designer,Q75
R_MK0118631,Competitions,identity,A STEM person,Q75
R_MK0118631,Competitions,identity,A problem solver,Q75
R_MK0118631,Competitions,identity,A designer,Q75
R_MK0123453,Competitions,identity,A STEM person,Q75
R_MK0123453,Competitions,identity,A team player,Q75
R_MK0125281,Competitions,identity,A STEM person,Q75
R_MK0130464,Competitions,identity,A problem solver,Q75
R_MK0130464,Competitions,identity,A designer,Q75
R_MK0132486,Competitions,identity,A leader,Q75
R_MK0132486,Competitions,identity,A good communicator,Q75
R_MK0132486,Competitions,identity,A problem solver,Q75
R_MK0135917,Competitions,identity,A good communicator,Q75
R_MK0135917,Competitions,identity,A team player,Q75
R_MK0135917,Competitions,identity,A designer,Q75
R_MK0139468,Competitions,identity,A STEM person,Q75
R_MK0139468,Competitions,identity,A problem solver,Q75
R_MK0139468,Competitions,identity,A team player,Q75
R_MK0139468,Competitions,identity,A designer,Q75
R_MK0140416,Competitions,identity,A leader,Q75
R_MK0140416,Competitions,identity,A team player,Q75
R_MK0142928,Competitions,identity,A problem solver,Q75
R_MK0142928,Competitions,identity,A team player,Q75
R_MK0145593,Competitions,identity,A team player,Q75
R_MK0145593,Competitions,identity,A designer,Q75
R_MK0150172,Competitions,identity,A designer,Q75
R_MK0156575,Competitions,identity,A STEM person,Q75
R_MK0157758,Competitions,identity,A leader,Q75
R_MK0157758,Competitions,identity,A good communicator,Q75
R_MK0157758,Competitions,identity,A problem solver,Q75
R_MK0160930,Competitions,identity,A leader,Q75
R_MK0160930,Competitions,identity,A good communicator,Q75
R_MK0160930,Competitions,identity,A STEM person,Q75
R_MK0160930,Competitions,identity,A team player,Q75
R_MK0162746,Competitions,identity,A team player,Q75
R_MK0162746,Competitions,identity,A designer,Q75
R_MK0166129,Competitions,identity,A good communicator,Q75
R_MK0166129,Competitions,identity,A STEM person,Q75
R_MK0166129,Competitions,identity,A team player,Q75
R_MK0169620,Competitions,identity,A problem solver,Q75
R_MK0171952,Competitions,identity,A STEM person,Q75
R_MK0171952,Competitions,identity,A designer,Q75
R_MK0173432,Competitions,identity,A good communicator,Q75
R_MK0173432,Competitions,identity,A problem solver,Q75
R_MK0173432,Competitions,identity,A team player,Q75
R_MK0175836,Competitions,identity,A leader,Q75
R_MK0176600,Competitions,identity,A problem solver,Q75
R_MK0176600,Competitions,identity,A team player,Q75
R_MK0000103,Tech school programs,skills,Teamwork,Q46
R_MK0000103,Tech school programs,skills,Leadership,Q46
R_MK0004317,Tech school programs,skills,Teamwork,Q46
R_MK0004317,Tech school programs,skills,Critical thinking,Q46
R_MK0004317,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0004317,Tech school programs,skills,Design,Q46
R_MK0004317,Tech school programs,skills,Problem solving,Q46
R_MK0016779,Tech school programs,skills,Teamwork,Q46
R_MK0016779,Tech school programs,skills,Creative thinking,Q46
R_MK0016779,Tech school programs,skills,Design,Q46
R_MK0016779,Tech school programs,skills,Problem solving,Q46
R_MK0018342,Tech school programs,skills,Teamwork,Q46
R_MK0018342,Tech school programs,skills,Leadership,Q46
R_MK0018342,Tech school programs,skills,Creative thinking,Q46
R_MK0018342,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0018342,Tech school programs,skills,Problem solving,Q46
R_MK0024311,Tech school programs,skills,Communication,Q46
R_MK0024311,Tech school programs,skills,Teamwork,Q46
R_MK0024311,Tech school programs,skills,Creative thinking,Q46
R_MK0024311,Tech school programs,skills,Problem solving,Q46
R_MK0026432,Tech school programs,skills,Critical thinking,Q46
R_MK0026432,Tech school programs,skills,Design,Q46
R_MK0026432,Tech school programs,skills,Problem solving,Q46
R_MK0028139,Tech school programs,skills,Communication,Q46
R_MK0028139,Tech school programs,skills,Critical thinking,Q46
R_MK0028139,Tech school programs,skills,Leadership,Q46
R_MK0028139,Tech school programs,skills,Creative thinking,Q46
R_MK0028139,Tech school programs,skills,Design,Q46
R_MK0028139,Tech school programs,skills,Problem solving,Q46
R_MK0030402,Tech school programs,skills,Communication,Q46
R_MK0030402,Tech school programs,skills,Teamwork,Q46
R_MK0030402,Tech school programs,skills,Leadership,Q46
R_MK0030402,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0032849,Tech school programs,skills,Communication,Q46
R_MK0032849,Tech school programs,skills,Leadership,Q46
R_MK0032849,Tech school programs,skills,Experimenting,Q46
R_MK0032849,Tech school programs,skills,Problem solving,Q46
R_MK0034167,Tech school programs,skills,Communication,Q46
R_MK0034167,Tech school programs,skills,Teamwork,Q46
R_MK0034167,Tech school programs,skills,Critical thinking,Q46
R_MK0034167,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0036294,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0036294,Tech school programs,skills,Experimenting,Q46
R_MK0037202,Tech school programs,skills,Problem solving,Q46
R_MK0038243,Tech school programs,skills,Teamwork,Q46
R_MK0038243,Tech school programs,skills,Critical thinking,Q46
R_MK0038243,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0038243,Tech school programs,skills,Experimenting,Q46
R_MK0044771,Tech school programs,skills,Communication,Q46
R_MK0044771,Tech school programs,skills,Teamwork,Q46
R_MK0044771,Tech school programs,skills,Leadership,Q46
R_MK0044771,Tech school programs,skills,Creative thinking,Q46
R_MK0044771,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0044771,Tech school programs,skills,Design,Q46
R_MK0045989,Tech school programs,skills,Leadership,Q46
R_MK0045989,Tech school programs,skills,Creative thinking,Q46
R_MK0045989,Tech school programs,skills,Design,Q46
R_MK0045989,Tech school programs,skills,Problem solving,Q46
R_MK0046892,Tech school programs,skills,Communication,Q46
R_MK0046892,Tech school programs,skills,Critical thinking,Q46
R_MK0046892,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0048737,Tech school programs,skills,Creative thinking,Q46
R_MK0048737,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0048737,Tech school programs,skills,Design,Q46
R_MK0050728,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0051185,Tech school programs,skills,Teamwork,Q46
R_MK0051185,Tech school programs,skills,Critical thinking,Q46
R_MK0051185,Tech school programs,skills,Experimenting,Q46
R_MK0053734,Tech school programs,skills,Creative thinking,Q46
R_MK0053734,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0055989,Tech school programs,skills,Teamwork,Q46
R_MK0055989,Tech school programs,skills,Design,Q46
R_MK0055989,Tech school programs,skills,Experimenting,Q46
R_MK0055989,Tech school programs,skills,Problem solving,Q46
R_MK0058713,Tech school programs,skills,Communication,Q46
R_MK0058713,Tech school programs,skills,Teamwork,Q46
R_MK0058713,Tech school programs,skills,Experimenting,Q46
R_MK0067466,Tech school programs,skills,Teamwork,Q46
R_MK0067466,Tech school programs,skills,Critical thinking,Q46
R_MK0067466,Tech school programs,skills,Problem solving,Q46
R_MK0070229,Tech school programs,skills,Communication,Q46
R_MK0070229,Tech school programs,skills,Critical thinking,Q46
R_MK0070229,Tech school programs,skills,Design,Q46
R_MK0072663,Tech school programs,skills,Communication,Q46
R_MK0072663,Tech school programs,skills,Critical thinking,Q46
R_MK0072663,Tech school programs,skills,Leadership,Q46
R_MK0072663,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0072663,Tech school programs,skills,Design,Q46
R_MK0072663,Tech school programs,skills,Experimenting,Q46
R_MK0080359,Tech school programs,skills,Teamwork,Q46
R_MK0080359,Tech school programs,skills,Critical thinking,Q46
R_MK0080359,Tech school programs,skills,Creative thinking,Q46
R_MK0080359,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0080359,Tech school programs,skills,Design,Q46
R_MK0081202,Tech school programs,skills,Leadership,Q46
R_MK0081202,Tech school programs,skills,Creative thinking,Q46
R_MK0083313,Tech school programs,skills,Communication,Q46
R_MK0083313,Tech school programs,skills,Teamwork,Q46
R_MK0083313,Tech school programs,skills,Creative thinking,Q46
R_MK0083313,Tech school programs,skills,Design,Q46
R_MK0085933,Tech school programs,skills,Creative thinking,Q46
R_MK0085933,Tech school programs,skills,Design,Q46
R_MK0085933,Tech school programs,skills,Problem solving,Q46
R_MK0088386,Tech school programs,skills,Critical thinking,Q46
R_MK0088386,Tech school programs,skills,Leadership,Q46
R_MK0088386,Tech school programs,skills,Design,Q46
R_MK0088386,Tech school programs,skills,Experimenting,Q46
R_MK0091120,Tech school programs,skills,Teamwork,Q46
R_MK0091120,Tech school programs,skills,Critical thinking,Q46
R_MK0091120,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0091120,Tech school programs,skills,Experimenting,Q46
R_MK0093607,Tech school programs,skills,Communication,Q46
R_MK0093607,Tech school programs,skills,Creative thinking,Q46
R_MK0093607,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0093607,Tech school programs,skills,Experimenting,Q46
R_MK0094626,Tech school programs,skills,Critical thinking,Q46
R_MK0094626,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0094626,Tech school programs,skills,Design,Q46
R_MK0094626,Tech school programs,skills,Problem solving,Q46
R_MK0096327,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0096327,Tech school programs,skills,Problem solving,Q46
R_MK0099158,Tech school programs,skills,Communication,Q46
R_MK0099158,Tech school programs,skills,Leadership,Q46
R_MK0099158,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0099158,Tech school programs,skills,Experimenting,Q46
R_MK0099158,Tech school programs,skills,Problem solving,Q46
R_MK0105321,Tech school programs,skills,Teamwork,Q46
R_MK0105321,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0105321,Tech school programs,skills,Problem solving,Q46
R_MK0106123,Tech school programs,skills,Leadership,Q46
R_MK0114346,Tech school programs,skills,Communication,Q46
R_MK0114346,Tech school programs,skills,Teamwork,Q46
R_MK0114346,Tech school programs,skills,Critical thinking,Q46
R_MK0114346,Tech school programs,skills,Leadership,Q46
R_MK0116915,Tech school programs,skills,Teamwork,Q46
R_MK0116915,Tech school programs,skills,Creative thinking,Q46
R_MK0116915,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0116915,Tech school programs,skills,Design,Q46
R_MK0119995,Tech school programs,skills,Communication,Q46
R_MK0119995,Tech school programs,skills,Critical thinking,Q46
R_MK0119995,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0119995,Tech school programs,skills,Experimenting,Q46
R_MK0126574,Tech school programs,skills,Communication,Q46
R_MK0126574,Tech school programs,skills,Leadership,Q46
R_MK0126574,Tech school programs,skills,Experimenting,Q46
R_MK0127853,Tech school programs,skills,Critical thinking,Q46
R_MK0127853,Tech school programs,skills,Leadership,Q46
R_MK0127853,Tech school programs,skills,Creative thinking,Q46
R_MK0131132,Tech school programs,skills,Problem solving,Q46
R_MK0133408,Tech school programs,skills,Leadership,Q46
R_MK0133408,Tech school programs,skills,Experimenting,Q46
R_MK0133408,Tech school programs,skills,Problem solving,Q46
R_MK0134215,Tech school programs,skills,Teamwork,Q46
R_MK0134215,Tech school programs,skills,Leadership,Q46
R_MK0134215,Tech school programs,skills,Problem solving,Q46
R_MK0141171,Tech school programs,skills,Critical thinking,Q46
R_MK0141171,Tech school programs,skills,Experimenting,Q46
R_MK0144749,Tech school programs,skills,Critical thinking,Q46
R_MK0144749,Tech school programs,skills,Creative thinking,Q46
R_MK0144749,Tech school programs,skills,Experimenting,Q46
R_MK0146638,Tech school programs,skills,Critical thinking,Q46
R_MK0146638,Tech school programs,skills,Leadership,Q46
R_MK0146638,Tech school programs,skills,Design,Q46
R_MK0146638,Tech school programs,skills,Experimenting,Q46
R_MK0154868,Tech school programs,skills,Communication,Q46
R_MK0154868,Tech school programs,skills,Critical thinking,Q46
R_MK0154868,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0154868,Tech school programs,skills,Design,Q46
R_MK0155973,Tech school programs,skills,Teamwork,Q46
R_MK0155973,Tech school programs,skills,Leadership,Q46
R_MK0155973,Tech school programs,skills,Experimenting,Q46
R_MK0155973,Tech school programs,skills,Problem solving,Q46
R_MK0158694,Tech school programs,skills,Teamwork,Q46
R_MK0158694,Tech school programs,skills,Critical thinking,Q46
R_MK0158694,Tech school programs,skills,Creative thinking,Q46
R_MK0160930,Tech school programs,skills,Communication,Q46
R_MK0160930,Tech school programs,skills,Teamwork,Q46
R_MK0160930,Tech school programs,skills,Critical thinking,Q46
R_MK0160930,Tech school programs,skills,Leadership,Q46
R_MK0160930,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0160930,Tech school programs,skills,Experimenting,Q46
R_MK0163831,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0163831,Tech school programs,skills,Design,Q46
R_MK0163831,Tech school programs,skills,Experimenting,Q46
R_MK0164526,Tech school programs,skills,Creative thinking,Q46
R_MK0164526,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0164526,Tech school programs,skills,Design,Q46
R_MK0165548,Tech school programs,skills,Teamwork,Q46
R_MK0165548,Tech school programs,skills,Critical thinking,Q46
R_MK0165548,Tech school programs,skills,Leadership,Q46
R_MK0165548,Tech school programs,skills,Experimenting,Q46
R_MK0165548,Tech school programs,skills,Problem solving,Q46
R_MK0169620,Tech school programs,skills,Communication,Q46
R_MK0169620,Tech school programs,skills,Teamwork,Q46
R_MK0169620,Tech school programs,skills,Leadership,Q46
R_MK0169620,Tech school programs,skills,Creative thinking,Q46
R_MK0169620,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0169620,Tech school programs,skills,Design,Q46
R_MK0172138,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0172138,Tech school programs,skills,Experimenting,Q46
R_MK0172138,Tech school programs,skills,Problem solving,Q46
R_MK0174167,Tech school programs,skills,Communication,Q46
R_MK0174167,Tech school programs,skills,Creative thinking,Q46
R_MK0174167,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0175836,Tech school programs,skills,Creative thinking,Q46
R_MK0175836,Tech school programs,skills,Responding flexibly to change,Q46
R_MK0175836,Tech school programs,skills,Design,Q46
R_MK0000103,Tech school programs,identity,A good communicator,Q76
R_MK0000103,Tech school programs,identity,A problem solver,Q76
R_MK0000103,Tech school programs,identity,A designer,Q76
R_MK0004317,Tech school programs,identity,A leader,Q76
R_MK0004317,Tech school programs,identity,A problem solver,Q76
R_MK0004317,Tech school programs,identity,A designer,Q76
R_MK0016779,Tech school programs,identity,A leader,Q76
R_MK0016779,Tech school programs,identity,A STEM person,Q76
R_MK0016779,Tech school programs,identity,A problem solver,Q76
R_MK0018342,Tech school programs,identity,A leader,Q76
R_MK0018342,Tech school programs,identity,A team player,Q76
R_MK0024311,Tech school programs,identity,A good communicator,Q76
R_MK0024311,Tech school programs,identity,A STEM person,Q76
R_MK0026432,Tech school programs,identity,A good communicator,Q76
R_MK0026432,Tech school programs,identity,A designer,Q76
R_MK0028139,Tech school programs,identity,A leader,Q76
R_MK0030402,Tech school programs,identity,A leader,Q76
R_MK0032849,Tech school programs,identity,A problem solver,Q76
R_MK0032849,Tech school programs,identity,A designer,Q76
R_MK0034167,Tech school programs,identity,A team player,Q76
R_MK0036294,Tech school programs,identity,A good communicator,Q76
R_MK0036294,Tech school programs,identity,A team player,Q76
R_MK0036294,Tech school programs,identity,A designer,Q76
R_MK0037202,Tech school programs,identity,A good communicator,Q76
R_MK0037202,Tech school programs,identity,A team player,Q76
R_MK0038243,Tech school programs,identity,A good communicator,Q76
R_MK0038243,Tech school programs,identity,A problem solver,Q76
R_MK0038243,Tech school programs,identity,A designer,Q76
R_MK0044771,Tech school programs,identity,A STEM person,Q76
R_MK0044771,Tech school programs,identity,A problem solver,Q76
R_MK0044771,Tech school programs,identity,A team player,Q76
R_MK0045989,Tech school programs,identity,A leader,Q76
R_MK0045989,Tech school programs,identity,A team player,Q76
R_MK0046892,Tech school programs,identity,A designer,Q76
R_MK0048737,Tech school programs,identity,A problem solver,Q76
R_MK0050728,Tech school programs,identity,A leader,Q76
R_MK0050728,Tech school programs,identity,A good communicator,Q76
R_MK0050728,Tech school programs,identity,A problem solver,Q76
R_MK0051185,Tech school programs,identity,A team player,Q76
R_MK0053734,Tech school programs,identity,A leader,Q76
R_MK0055989,Tech school programs,identity,A team player,Q76
R_MK0055989,Tech school programs,identity,A designer,Q76
R_MK0058713,Tech school programs,identity,A leader,Q76
R_MK0058713,Tech school programs,identity,A team player,Q76
R_MK0067466,Tech school programs,identity,A STEM person,Q76
R_MK0067466,Tech school programs,identity,A problem solver,Q76
R_MK0067466,Tech school programs,identity,A team player,Q76
R_MK0070229,Tech school programs,identity,A good communicator,Q76
R_MK0070229,Tech school programs,identity,A STEM person,Q76
R_MK0070229,Tech school programs,identity,A designer,Q76
R_MK0072663,Tech school programs,identity,A problem solver,Q76
R_MK0072663,Tech school programs,identity,A designer,Q76
R_MK0080359,Tech school programs,identity,A leader,Q76
R_MK0080359,Tech school programs,identity,A STEM person,Q76
R_MK0080359,Tech school programs,identity,A problem solver,Q76
R_MK0080359,Tech school programs,identity,A team player,Q76
R_MK0081202,Tech school programs,identity,A problem solver,Q76
R_MK0081202,Tech school programs,identity,A designer,Q76
R_MK0083313,Tech school programs,identity,A problem solver,Q76
R_MK0085933,Tech school programs,identity,A team player,Q76
R_MK0088386,Tech school programs,identity,A leader,Q76
R_MK0088386,Tech school programs,identity,A problem solver,Q76
R_MK0088386,Tech school programs,identity,A team player,Q76
R_MK0091120,Tech school programs,identity,A good communicator,Q76
R_MK0091120,Tech school programs,identity,A problem solver,Q76
R_MK0091120,Tech school programs,identity,A designer,Q76
R_MK0093607,Tech school programs,identity,A leader,Q76
R_MK0094626,Tech school programs,identity,A STEM person,Q76
R_MK0094626,Tech school programs,identity,A problem solver,Q76
R_MK0094626,Tech school programs,identity,A team player,Q76
R_MK0094626,Tech school programs,identity,A designer,Q76
R_MK0096327,Tech school programs,identity,A STEM person,Q76
R_MK0096327,Tech school programs,identity,A designer,Q76
R_MK0099158,Tech school programs,identity,A STEM person,Q76
R_MK0105321,Tech school programs,identity,A problem solver,Q76
R_MK0105321,Tech school programs,identity,A team player,Q76
R_MK0105321,Tech school programs,identity,A designer,Q76
R_MK0106123,Tech school programs,identity,A leader,Q76
R_MK0106123,Tech school programs,identity,A good communicator,Q76
R_MK0106123,Tech school programs,identity,A problem solver,Q76
R_MK0106123,Tech school programs,identity,A team player,Q76
R_MK0114346,Tech school programs,identity,A good communicator,Q76
R_MK0114346,Tech school programs,identity,A STEM person,Q76
R_MK0114346,Tech school programs,identity,A team player,Q76
R_MK0116915,Tech school programs,identity,A good communicator,Q76
R_MK0116915,Tech school programs,identity,A team player,Q76
R_MK0116915,Tech school programs,identity,A designer,Q76
R_MK0119995,Tech school programs,identity,A problem solver,Q76
R_MK0126574,Tech school programs,identity,A leader,Q76
R_MK0126574,Tech school programs,identity,A good communicator,Q76
R_MK0126574,Tech school programs,identity,A STEM person,Q76
R_MK0126574,Tech school programs,identity,A problem solver,Q76
R_MK0126574,Tech school programs,identity,A team player,Q76
R_MK0126574,Tech school programs,identity,A designer,Q76
R_MK0127853,Tech school programs,identity,A team player,Q76
R_MK0131132,Tech school programs,identity,A leader,Q76
R_MK0131132,Tech school programs,identity,A good communicator,Q76
R_MK0131132,Tech school programs,identity,A problem solver,Q76
R_MK0131132,Tech school programs,identity,A team player,Q76
R_MK0133408,Tech school programs,identity,A STEM person,Q76
R_MK0133408,Tech school programs,identity,A team player,Q76
R_MK0134215,Tech school programs,identity,A problem solver,Q76
R_MK0134215,Tech school programs,identity,A team player,Q76
R_MK0141171,Tech school programs,identity,A problem solver,Q76
R_MK0141171,Tech school programs,identity,A designer,Q76
R_MK0144749,Tech school programs,identity,A good communicator,Q76
R_MK0144749,Tech school programs,identity,A team player,Q76
R_MK0144749,Tech school programs,identity,A designer,Q76
R_MK0146638,Tech school programs,identity,A leader,Q76
R_MK0154868,Tech school programs,identity,A problem solver,Q76
R_MK0155973,Tech school programs,identity,A team player,Q76
R_MK0158694,Tech school programs,identity,A good communicator,Q76
R_MK0158694,Tech school programs,identity,A problem solver,Q76
R_MK0158694,Tech school programs,identity,A designer,Q76
R_MK0160930,Tech school programs,identity,A team player,Q76
R_MK0163831,Tech school programs,identity,A STEM person,Q76
R_MK0163831,Tech school programs,identity,A problem solver,Q76
R_MK0163831,Tech school programs,identity,A team player,Q76
R_MK0164526,Tech school programs,identity,A STEM person,Q76
R_MK0165548,Tech school programs,identity,A good communicator,Q76
R_MK0165548,Tech school programs,identity,A STEM person,Q76
R_MK0169620,Tech school programs,identity,A good communicator,Q76
R_MK0169620,Tech school programs,identity,A problem solver,Q76
R_MK0172138,Tech school programs,identity,A leader,Q76
R_MK0172138,Tech school programs,identity,A good communicator,Q76
R_MK0172138,Tech school programs,identity,A designer,Q76
R_MK0174167,Tech school programs,identity,A leader,Q76
R_MK0174167,Tech school programs,identity,A good communicator,Q76
R_MK0175836,Tech school programs,identity,A STEM person,Q76
R_MK0175836,Tech school programs,identity,A team player,Q76
R_MK0000103,University programs,skills,Leadership,Q55
R_MK0000103,University programs,skills,Responding flexibly to change,Q55
R_MK0004317,University programs,skills,Communication,Q55
R_MK0004317,University programs,skills,Leadership,Q55
R_MK0004317,University programs,skills,Creative thinking,Q55
R_MK0004317,University programs,skills,Design,Q55
R_MK0004317,University programs,skills,Problem solving,Q55
R_MK0009570,University programs,skills,Teamwork,Q55
R_MK0009570,University programs,skills,Leadership,Q55
R_MK0009570,University programs,skills,Responding flexibly to change,Q55
R_MK0009570,University programs,skills,Design,Q55
R_MK0011453,University programs,skills,Communication,Q55
R_MK0011453,University programs,skills,Teamwork,Q55
R_MK0011453,University programs,skills,Critical thinking,Q55
R_MK0012825,University programs,skills,Communication,Q55
R_MK0012825,University programs,skills,Teamwork,Q55
R_MK0012825,University programs,skills,Leadership,Q55
R_MK0012825,University programs,skills,Responding flexibly to change,Q55
R_MK0012825,University programs,skills,Problem solving,Q55
R_MK0018342,University programs,skills,Communication,Q55
R_MK0019683,University programs,skills,Teamwork,Q55
R_MK0019683,University programs,skills,Responding flexibly to change,Q55
R_MK0019683,University programs,skills,Experimenting,Q55
R_MK0019683,University programs,skills,Problem solving,Q55
R_MK0026432,University programs,skills,Teamwork,Q55
R_MK0028139,University programs,skills,Critical thinking,Q55
R_MK0028139,University programs,skills,Leadership,Q55
R_MK0028139,University programs,skills,Responding flexibly to change,Q55
R_MK0028139,University programs,skills,Problem solving,Q55
R_MK0033442,University programs,skills,Leadership,Q55
R_MK0033442,University programs,skills,Responding flexibly to change,Q55
R_MK0033442,University programs,skills,Design,Q55
R_MK0033442,University programs,skills,Problem solving,Q55
R_MK0038243,University programs,skills,Teamwork,Q55
R_MK0038243,University programs,skills,Critical thinking,Q55
R_MK0038243,University programs,skills,Leadership,Q55
R_MK0038243,University programs,skills,Creative thinking,Q55
R_MK0038243,University programs,skills,Problem solving,Q55
R_MK0044771,University programs,skills,Leadership,Q55
R_MK0044771,University programs,skills,Responding flexibly to change,Q55
R_MK0044771,University programs,skills,Problem solving,Q55
R_MK0046892,University programs,skills,Communication,Q55
R_MK0046892,University programs,skills,Critical thinking,Q55
R_MK0046892,University programs,skills,Creative thinking,Q55
R_MK0049733,University programs,skills,Communication,Q55
R_MK0049733,University programs,skills,Teamwork,Q55
R_MK0049733,University programs,skills,Leadership,Q55
R_MK0049733,University programs,skills,Creative thinking,Q55
R_MK0049733,University programs,skills,Responding flexibly to change,Q55
R_MK0051185,University programs,skills,Creative thinking,Q55
R_MK0051185,University programs,skills,Experimenting,Q55
R_MK0051185,University programs,skills,Problem solving,Q55
R_MK0057204,University programs,skills,Critical thinking,Q55
R_MK0057204,University programs,skills,Leadership,Q55
