ResponseId,activity_type,battery,item,response,response_code,score,is_dont_know,source_column
R_MK0102464,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0106136,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0109259,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0112332,Competitions,outcomes,More confident in communicating and sharing my ideas,No,4,1,False,Q36_7
R_MK0114340,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0115101,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0117597,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0118236,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0133624,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0136736,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0137222,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0143612,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0145650,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0148593,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0150326,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0151723,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0152162,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0156575,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0158689,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a little,2,3,False,Q36_7
R_MK0162960,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0169179,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0170452,Competitions,outcomes,More confident in communicating and sharing my ideas,I do not know,5,,True,Q36_7
R_MK0172581,Competitions,outcomes,More confident in communicating and sharing my ideas,Maybe,3,2,False,Q36_7
R_MK0173433,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0175827,Competitions,outcomes,More confident in communicating and sharing my ideas,Yes a lot,1,4,False,Q36_7
R_MK0003799,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0004366,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0008438,Competitions,outcomes,More confident in being a leader,No,4,1,False,Q36_8
R_MK0010513,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0019930,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0020810,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0021392,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0024716,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0026424,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0030869,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0034746,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0035898,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0036376,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0037653,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0038667,Competitions,outcomes,More confident in being a leader,No,4,1,False,Q36_8
R_MK0041355,Competitions,outcomes,More confident in being a leader,No,4,1,False,Q36_8
R_MK0042313,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0044408,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0045275,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0049670,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0055575,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0057652,Competitions,outcomes,More confident in being a leader,No,4,1,False,Q36_8
R_MK0064312,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0071164,Competitions,outcomes,More confident in being a leader,I do not know,5,,True,Q36_8
R_MK0072647,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0073957,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0074166,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0092349,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0101840,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0102464,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0106136,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0109259,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0112332,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0114340,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0115101,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0117597,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0118236,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0133624,Competitions,outcomes,More confident in being a leader,No,4,1,False,Q36_8
R_MK0136736,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0137222,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0143612,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0145650,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0148593,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0150326,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0151723,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0152162,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0156575,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0158689,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0162960,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0169179,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0170452,Competitions,outcomes,More confident in being a leader,Yes a little,2,3,False,Q36_8
R_MK0172581,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0173433,Competitions,outcomes,More confident in being a leader,Yes a lot,1,4,False,Q36_8
R_MK0175827,Competitions,outcomes,More confident in being a leader,Maybe,3,2,False,Q36_8
R_MK0003799,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0004366,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0008438,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0010513,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0019930,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0020810,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0021392,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0024716,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0026424,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0030869,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0034746,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0035898,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0036376,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0037653,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0038667,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0041355,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0042313,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0044408,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0045275,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0049670,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0055575,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0057652,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0064312,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0071164,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0072647,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0073957,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0074166,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0092349,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0101840,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0102464,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0106136,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0109259,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0112332,Competitions,outcomes,More like a STEM person,I do not know,5,,True,Q36_9
R_MK0114340,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0115101,Competitions,outcomes,More like a STEM person,I do not know,5,,True,Q36_9
R_MK0117597,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0118236,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0133624,Competitions,outcomes,More like a STEM person,No,4,1,False,Q36_9
R_MK0136736,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0137222,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0143612,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0145650,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0148593,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0150326,Competitions,outcomes,More like a STEM person,I do not know,5,,True,Q36_9
R_MK0151723,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0152162,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0156575,Competitions,outcomes,More like a STEM person,Maybe,3,2,False,Q36_9
R_MK0158689,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0162960,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0169179,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0170452,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0172581,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0173433,Competitions,outcomes,More like a STEM person,Yes a lot,1,4,False,Q36_9
R_MK0175827,Competitions,outcomes,More like a STEM person,Yes a little,2,3,False,Q36_9
R_MK0000490,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0003799,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0006588,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0007455,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0008438,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0009873,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0014844,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0017999,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0025998,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0027532,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0029613,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0031367,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0033904,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0035898,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0042313,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0046739,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0047565,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0048618,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0050485,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0052507,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0054491,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0056243,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0058187,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0061389,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0064312,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0065971,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0068468,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0069966,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0070349,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0078823,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0080759,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0083877,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0084645,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0086561,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0088710,Tech school programs,outcomes,More knowledgable about STEM,I do not know,5,,True,Q104_1
R_MK0091716,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0094190,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0096137,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0098826,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0099981,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0110205,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0111911,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0115101,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0116896,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0117597,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0120777,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0123377,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0124835,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0128763,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0129148,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0130102,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0132168,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0134295,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0137222,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0138361,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0140966,Tech school programs,outcomes,More knowledgable about STEM,No,4,1,False,Q104_1
R_MK0141468,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0142343,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0144860,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0147145,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0149622,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0154144,Tech school programs,outcomes,More knowledgable about STEM,I do not know,5,,True,Q104_1
R_MK0155495,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0158689,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0161479,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0164642,Tech school programs,outcomes,More knowledgable about STEM,I do not know,5,,True,Q104_1
R_MK0165992,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0166521,Tech school programs,outcomes,More knowledgable about STEM,Yes a little,2,3,False,Q104_1
R_MK0168112,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0171638,Tech school programs,outcomes,More knowledgable about STEM,Yes a lot,1,4,False,Q104_1
R_MK0179259,Tech school programs,outcomes,More knowledgable about STEM,Maybe,3,2,False,Q104_1
R_MK0000490,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0003799,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0006588,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0007455,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0008438,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0009873,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0014844,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0017999,Tech school programs,outcomes,More aware of a range of jobs in STEM,I do not know,5,,True,Q104_2
R_MK0025998,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0027532,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0029613,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0031367,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0033904,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0035898,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0042313,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0046739,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0047565,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0048618,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0050485,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0052507,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0054491,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0056243,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0058187,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0061389,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0064312,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0065971,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0068468,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0069966,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0070349,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0078823,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0080759,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0083877,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0084645,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0086561,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0088710,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0091716,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0094190,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0096137,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0098826,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0099981,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0110205,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0111911,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0115101,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0116896,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0117597,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0120777,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0123377,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0124835,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0128763,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0129148,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0130102,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0132168,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0134295,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0137222,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0138361,Tech school programs,outcomes,More aware of a range of jobs in STEM,I do not know,5,,True,Q104_2
R_MK0140966,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0141468,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0142343,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0144860,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0147145,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0149622,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0154144,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0155495,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0158689,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0161479,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0164642,Tech school programs,outcomes,More aware of a range of jobs in STEM,Maybe,3,2,False,Q104_2
R_MK0165992,Tech school programs,outcomes,More aware of a range of jobs in STEM,No,4,1,False,Q104_2
R_MK0166521,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0168112,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0171638,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a lot,1,4,False,Q104_2
R_MK0179259,Tech school programs,outcomes,More aware of a range of jobs in STEM,Yes a little,2,3,False,Q104_2
R_MK0000490,Tech school programs,outcomes,More interested about learning about STEM,Maybe,3,2,False,Q104_3
R_MK0003799,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0006588,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0007455,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0008438,Tech school programs,outcomes,More interested about learning about STEM,Maybe,3,2,False,Q104_3
R_MK0009873,Tech school programs,outcomes,More interested about learning about STEM,Yes a lot,1,4,False,Q104_3
R_MK0014844,Tech school programs,outcomes,More interested about learning about STEM,Yes a lot,1,4,False,Q104_3
R_MK0017999,Tech school programs,outcomes,More interested about learning about STEM,Maybe,3,2,False,Q104_3
R_MK0025998,Tech school programs,outcomes,More interested about learning about STEM,Yes a lot,1,4,False,Q104_3
R_MK0027532,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0029613,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0031367,Tech school programs,outcomes,More interested about learning about STEM,Yes a lot,1,4,False,Q104_3
R_MK0033904,Tech school programs,outcomes,More interested about learning about STEM,Yes a little,2,3,False,Q104_3
R_MK0035898,Tech school programs,outcomes,More interested about learning about STEM,Yes a lot,1,4,False,Q104_3
