ResponseId,question,source_column,response
R_MK0110664,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Making a game, I didn't know you could learn that at school."
R_MK0111523,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0112255,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Organising my group and working out who did what.
R_MK0113390,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Finding out design is part of engineering too.
R_MK0114407,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Designing how our project looked, not just how it worked."
R_MK0116551,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The coding part. I do a bit at home but this was harder.
R_MK0117485,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0118387,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Making the model with real tools. It felt like proper work.
R_MK0119555,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0120712,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Getting to do it here instead of travelling to the city.
R_MK0121750,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0123827,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0124214,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Learning science can fix real problems in our own town.
R_MK0125450,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,I liked that we could test our own ideas even when they didn't work.
R_MK0126301,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Learning the science behind farming, which is what my family does."
R_MK0127198,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Learning science can fix real problems in our own town.
R_MK0130434,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Making the poster and the model together.
R_MK0131873,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Organising my group and working out who did what.
R_MK0132817,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Testing the water in the creek near us and finding what was in it.
R_MK0133143,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Going to the university campus, I'd never been to one."
R_MK0134410,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The mentor said she was first in her family to go to uni too.
R_MK0135125,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Making the poster and the model together.
R_MK0136611,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The excursion where we surveyed the wetlands.
R_MK0137297,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Learning science can fix real problems in our own town.
R_MK0139318,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Organising my group and working out who did what.
R_MK0140948,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Organising my group and working out who did what.
R_MK0143213,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Learning science can fix real problems in our own town.
R_MK0144114,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Learning the science behind farming, which is what my family does."
R_MK0145577,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The teachers actually listened to our ideas.
R_MK0146786,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Learning the science behind farming, which is what my family does."
R_MK0147685,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Presenting our project, I liked explaining it to the parents."
R_MK0150646,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,We made something for our town that people could actually use.
R_MK0151881,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Making the model with real tools. It felt like proper work.
R_MK0152875,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,We made something for our town that people could actually use.
R_MK0153215,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Going to the university campus, I'd never been to one."
R_MK0154688,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Using the 3D printer, I didn't know our school had one."
R_MK0155252,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0156925,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"It wasn't like normal school, we chose what our project was about."
R_MK0158570,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The mentor said she was first in her family to go to uni too.
R_MK0159394,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Doing the experiments myself instead of watching the teacher do it.
R_MK0161135,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The coding part. I do a bit at home but this was harder.
R_MK0163245,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Organising my group and working out who did what.
R_MK0164857,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Making a game, I didn't know you could learn that at school."
R_MK0165270,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The teachers actually listened to our ideas.
R_MK0167642,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Getting to build something that actually worked, not just learn about it."
R_MK0168682,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,We made something for our town that people could actually use.
R_MK0169480,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Going to the university campus, I'd never been to one."
R_MK0170206,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Doing the experiments myself instead of watching the teacher do it.
R_MK0171333,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The coding part. I do a bit at home but this was harder.
R_MK0173914,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,I liked that we could test our own ideas even when they didn't work.
R_MK0174736,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Making a game, I didn't know you could learn that at school."
R_MK0175516,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Learning science can fix real problems in our own town.
R_MK0176625,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"It wasn't like normal school, we chose what our project was about."
R_MK0178501,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Going deeper than we do in normal class.
R_MK0179279,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Doing the experiments myself instead of watching the teacher do it.
R_MK0181551,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Getting to do it here instead of travelling to the city.
R_MK0185472,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,I liked that we could test our own ideas even when they didn't work.
R_MK0187606,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Finding out design is part of engineering too.
R_MK0188526,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Finding out design is part of engineering too.
R_MK0190318,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0191719,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The teachers actually listened to our ideas.
R_MK0192452,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,"Presenting our project, I liked explaining it to the parents."
R_MK0193689,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,I liked that we could test our own ideas even when they didn't work.
R_MK0194846,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,Doing the experiments myself instead of watching the teacher do it.
R_MK0196526,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The coding part. I do a bit at home but this was harder.
R_MK0197884,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The excursion where we surveyed the wetlands.
R_MK0198144,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The teachers actually listened to our ideas.
R_MK0199283,"What would help you feel more interested and confident in choosing maths, science or technology subjects in the future?",Q24,The mentor said she was first in her family to go to uni too.
R_MK0001786,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0002815,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0003322,How do they help you choose?,Q27,"Presenting our project, I liked explaining it to the parents."
R_MK0004990,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0005946,How do they help you choose?,Q27,Talking to the women in STEM about their actual day to day jobs.
R_MK0006808,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0008831,How do they help you choose?,Q27,The research part where we had to find real evidence.
R_MK0009333,How do they help you choose?,Q27,"Designing how our project looked, not just how it worked."
R_MK0010575,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0011791,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0012972,How do they help you choose?,Q27,Going deeper than we do in normal class.
R_MK0013180,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0014454,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0015550,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0017380,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0018690,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0019930,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0020980,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0021933,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0022718,How do they help you choose?,Q27,Making the poster and the model together.
R_MK0023668,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0024877,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0025610,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0027310,How do they help you choose?,Q27,"Using the 3D printer, I didn't know our school had one."
R_MK0028356,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0029377,How do they help you choose?,Q27,The coding part. I do a bit at home but this was harder.
R_MK0030970,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0031889,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0032509,How do they help you choose?,Q27,The excursion where we surveyed the wetlands.
R_MK0033335,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0034350,How do they help you choose?,Q27,"Making a game, I didn't know you could learn that at school."
R_MK0036107,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0037791,How do they help you choose?,Q27,"Designing how our project looked, not just how it worked."
R_MK0038256,How do they help you choose?,Q27,Making the poster and the model together.
R_MK0039933,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0040310,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0041373,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0042834,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0044485,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0047188,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0048478,How do they help you choose?,Q27,Going deeper than we do in normal class.
R_MK0049894,How do they help you choose?,Q27,"Presenting our project, I liked explaining it to the parents."
R_MK0050117,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0051347,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0052338,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0053831,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0054762,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0055948,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0056163,How do they help you choose?,Q27,Getting to do it here instead of travelling to the city.
R_MK0059929,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0060697,How do they help you choose?,Q27,"Using the 3D printer, I didn't know our school had one."
R_MK0061886,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0062803,How do they help you choose?,Q27,"Going to the university campus, I'd never been to one."
R_MK0063234,How do they help you choose?,Q27,"Making a game, I didn't know you could learn that at school."
R_MK0064858,How do they help you choose?,Q27,The excursion where we surveyed the wetlands.
R_MK0065636,How do they help you choose?,Q27,"Going to the university campus, I'd never been to one."
R_MK0066188,How do they help you choose?,Q27,"Presenting our project, I liked explaining it to the parents."
R_MK0067519,How do they help you choose?,Q27,The coding part. I do a bit at home but this was harder.
R_MK0068175,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0069276,How do they help you choose?,Q27,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0070451,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0071612,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0072575,How do they help you choose?,Q27,"Designing how our project looked, not just how it worked."
R_MK0074541,How do they help you choose?,Q27,"Designing how our project looked, not just how it worked."
R_MK0075585,How do they help you choose?,Q27,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0076253,How do they help you choose?,Q27,"Making a game, I didn't know you could learn that at school."
R_MK0078844,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0079265,How do they help you choose?,Q27,Talking to the women in STEM about their actual day to day jobs.
R_MK0080769,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0081259,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0082485,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0083803,How do they help you choose?,Q27,The excursion where we surveyed the wetlands.
R_MK0084557,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0086182,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0087310,How do they help you choose?,Q27,"Programming the robot to move on its own, I'd never done that."
R_MK0088320,How do they help you choose?,Q27,"Going to the university campus, I'd never been to one."
R_MK0089770,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0090389,How do they help you choose?,Q27,"Going to the university campus, I'd never been to one."
R_MK0091876,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0092993,How do they help you choose?,Q27,Making the poster and the model together.
R_MK0093980,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0094131,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0095230,How do they help you choose?,Q27,"Presenting our project, I liked explaining it to the parents."
R_MK0097758,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0098452,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0099421,How do they help you choose?,Q27,"Making a game, I didn't know you could learn that at school."
R_MK0100836,How do they help you choose?,Q27,Getting to do it here instead of travelling to the city.
R_MK0101410,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0102922,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0105282,How do they help you choose?,Q27,The excursion where we surveyed the wetlands.
R_MK0106320,How do they help you choose?,Q27,Going deeper than we do in normal class.
R_MK0109195,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0110664,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0112255,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0113390,How do they help you choose?,Q27,"Designing how our project looked, not just how it worked."
R_MK0114407,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0115544,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0116551,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0117485,How do they help you choose?,Q27,"Presenting our project, I liked explaining it to the parents."
R_MK0118387,How do they help you choose?,Q27,We made something for our town that people could actually use.
R_MK0119555,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0120712,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0121750,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0122220,How do they help you choose?,Q27,"Learning the science behind farming, which is what my family does."
R_MK0123827,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0124214,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0125450,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0127198,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0128432,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0129618,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0130434,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0132817,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0133143,How do they help you choose?,Q27,"Programming the robot to move on its own, I'd never done that."
R_MK0134410,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0136611,How do they help you choose?,Q27,The excursion where we surveyed the wetlands.
R_MK0137297,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0138187,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0139318,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0140948,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0141765,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0142635,How do they help you choose?,Q27,Making the poster and the model together.
R_MK0143213,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0144114,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0145577,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0146786,How do they help you choose?,Q27,Getting to do it here instead of travelling to the city.
R_MK0147685,How do they help you choose?,Q27,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0148686,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0150646,How do they help you choose?,Q27,We made something for our town that people could actually use.
R_MK0151881,How do they help you choose?,Q27,"Using the 3D printer, I didn't know our school had one."
R_MK0152875,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0153215,How do they help you choose?,Q27,"Going to the university campus, I'd never been to one."
R_MK0154688,How do they help you choose?,Q27,We made something for our town that people could actually use.
R_MK0155252,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0158570,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0159394,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0161135,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0162440,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0164857,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0165270,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0166535,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0167642,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0168682,How do they help you choose?,Q27,We made something for our town that people could actually use.
R_MK0169480,How do they help you choose?,Q27,The mentor said she was first in her family to go to uni too.
R_MK0170206,How do they help you choose?,Q27,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0171333,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0173914,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0174736,How do they help you choose?,Q27,The teachers actually listened to our ideas.
R_MK0175516,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0176625,How do they help you choose?,Q27,"Making a game, I didn't know you could learn that at school."
R_MK0177555,How do they help you choose?,Q27,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0178501,How do they help you choose?,Q27,Going deeper than we do in normal class.
R_MK0179279,How do they help you choose?,Q27,Doing the experiments myself instead of watching the teacher do it.
R_MK0180740,How do they help you choose?,Q27,Learning science can fix real problems in our own town.
R_MK0182878,How do they help you choose?,Q27,The video call with the scientist who works with livestock.
R_MK0184967,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0185472,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0186474,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0187606,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0188526,How do they help you choose?,Q27,Finding out design is part of engineering too.
R_MK0189481,How do they help you choose?,Q27,Making the model with real tools. It felt like proper work.
R_MK0190318,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0191719,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0192452,How do they help you choose?,Q27,Organising my group and working out who did what.
R_MK0193689,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0194846,How do they help you choose?,Q27,I liked that we could test our own ideas even when they didn't work.
R_MK0195618,How do they help you choose?,Q27,"It wasn't like normal school, we chose what our project was about."
R_MK0196526,How do they help you choose?,Q27,"Getting to build something that actually worked, not just learn about it."
R_MK0197884,How do they help you choose?,Q27,Testing the water in the creek near us and finding what was in it.
R_MK0199283,How do they help you choose?,Q27,"Programming the robot to move on its own, I'd never done that."
R_MK0000230,What kind of jobs do you imagine you might do in the future?,Q28,Getting to do it here instead of travelling to the city.
R_MK0003322,What kind of jobs do you imagine you might do in the future?,Q28,Organising my group and working out who did what.
R_MK0004990,What kind of jobs do you imagine you might do in the future?,Q28,The teachers actually listened to our ideas.
R_MK0005946,What kind of jobs do you imagine you might do in the future?,Q28,The research part where we had to find real evidence.
R_MK0007232,What kind of jobs do you imagine you might do in the future?,Q28,Learning science can fix real problems in our own town.
R_MK0008831,What kind of jobs do you imagine you might do in the future?,Q28,Going deeper than we do in normal class.
R_MK0009333,What kind of jobs do you imagine you might do in the future?,Q28,Finding out design is part of engineering too.
R_MK0011791,What kind of jobs do you imagine you might do in the future?,Q28,Finding out design is part of engineering too.
R_MK0012972,What kind of jobs do you imagine you might do in the future?,Q28,The research part where we had to find real evidence.
R_MK0013180,What kind of jobs do you imagine you might do in the future?,Q28,The excursion where we surveyed the wetlands.
R_MK0014454,What kind of jobs do you imagine you might do in the future?,Q28,Making the poster and the model together.
R_MK0015550,What kind of jobs do you imagine you might do in the future?,Q28,"Presenting our project, I liked explaining it to the parents."
R_MK0016956,What kind of jobs do you imagine you might do in the future?,Q28,Organising my group and working out who did what.
R_MK0017380,What kind of jobs do you imagine you might do in the future?,Q28,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0018690,What kind of jobs do you imagine you might do in the future?,Q28,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0019930,What kind of jobs do you imagine you might do in the future?,Q28,I liked that we could test our own ideas even when they didn't work.
R_MK0020980,What kind of jobs do you imagine you might do in the future?,Q28,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0021933,What kind of jobs do you imagine you might do in the future?,Q28,Being in a small group where I wasn't scared to say the wrong thing.
R_MK0022718,What kind of jobs do you imagine you might do in the future?,Q28,Finding out design is part of engineering too.
R_MK0024877,What kind of jobs do you imagine you might do in the future?,Q28,The teachers actually listened to our ideas.
R_MK0026518,What kind of jobs do you imagine you might do in the future?,Q28,"Finding out health jobs are STEM jobs, I thought STEM was just computers."
R_MK0027310,What kind of jobs do you imagine you might do in the future?,Q28,We made something for our town that people could actually use.
R_MK0028356,What kind of jobs do you imagine you might do in the future?,Q28,Testing the water in the creek near us and finding what was in it.
R_MK0029377,What kind of jobs do you imagine you might do in the future?,Q28,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0030970,What kind of jobs do you imagine you might do in the future?,Q28,"Going to the university campus, I'd never been to one."
R_MK0031889,What kind of jobs do you imagine you might do in the future?,Q28,"Meeting the mentor who works in tech, I asked her heaps of questions."
R_MK0032509,What kind of jobs do you imagine you might do in the future?,Q28,The excursion where we surveyed the wetlands.
R_MK0033335,What kind of jobs do you imagine you might do in the future?,Q28,"Making a game, I didn't know you could learn that at school."
R_MK0034350,What kind of jobs do you imagine you might do in the future?,Q28,The teachers actually listened to our ideas.
R_MK0035441,What kind of jobs do you imagine you might do in the future?,Q28,The mentor said she was first in her family to go to uni too.
R_MK0036107,What kind of jobs do you imagine you might do in the future?,Q28,The teachers actually listened to our ideas.
R_MK0037791,What kind of jobs do you imagine you might do in the future?,Q28,Finding out design is part of engineering too.
R_MK0038256,What kind of jobs do you imagine you might do in the future?,Q28,Making the poster and the model together.
R_MK0039933,What kind of jobs do you imagine you might do in the future?,Q28,Making the model with real tools. It felt like proper work.
R_MK0040310,What kind of jobs do you imagine you might do in the future?,Q28,"Getting to build something that actually worked, not just learn about it."
R_MK0042834,What kind of jobs do you imagine you might do in the future?,Q28,"Programming the robot to move on its own, I'd never done that."
R_MK0043512,What kind of jobs do you imagine you might do in the future?,Q28,Testing the water in the creek near us and finding what was in it.
R_MK0044485,What kind of jobs do you imagine you might do in the future?,Q28,The teachers actually listened to our ideas.
R_MK0045791,What kind of jobs do you imagine you might do in the future?,Q28,The excursion where we surveyed the wetlands.
R_MK0046760,What kind of jobs do you imagine you might do in the future?,Q28,"Getting to build something that actually worked, not just learn about it."
R_MK0047188,What kind of jobs do you imagine you might do in the future?,Q28,The coding part. I do a bit at home but this was harder.
R_MK0048478,What kind of jobs do you imagine you might do in the future?,Q28,Talking to the women in STEM about their actual day to day jobs.
R_MK0050117,What kind of jobs do you imagine you might do in the future?,Q28,Doing the experiments myself instead of watching the teacher do it.
R_MK0051347,What kind of jobs do you imagine you might do in the future?,Q28,"It wasn't like normal school, we chose what our project was about."
R_MK0052338,What kind of jobs do you imagine you might do in the future?,Q28,The mentor said she was first in her family to go to uni too.
R_MK0053831,What kind of jobs do you imagine you might do in the future?,Q28,Getting to do it here instead of travelling to the city.
R_MK0054762,What kind of jobs do you imagine you might do in the future?,Q28,The video call with the scientist who works with livestock.
R_MK0055948,What kind of jobs do you imagine you might do in the future?,Q28,Finding out design is part of engineering too.
R_MK0056163,What kind of jobs do you imagine you might do in the future?,Q28,"Learning the science behind farming, which is what my family does."
R_MK0058290,What kind of jobs do you imagine you might do in the future?,Q28,The excursion where we surveyed the wetlands.
R_MK0059929,What kind of jobs do you imagine you might do in the future?,Q28,"Learning the science behind farming, which is what my family does."
R_MK0060697,What kind of jobs do you imagine you might do in the future?,Q28,"Using the 3D printer, I didn't know our school had one."
R_MK0061886,What kind of jobs do you imagine you might do in the future?,Q28,Doing the experiments myself instead of watching the teacher do it.
R_MK0062803,What kind of jobs do you imagine you might do in the future?,Q28,"Going to the university campus, I'd never been to one."
R_MK0063234,What kind of jobs do you imagine you might do in the future?,Q28,"Making a game, I didn't know you could learn that at school."
R_MK0064858,What kind of jobs do you imagine you might do in the future?,Q28,Learning science can fix real problems in our own town.
R_MK0065636,What kind of jobs do you imagine you might do in the future?,Q28,"Programming the robot to move on its own, I'd never done that."
R_MK0066188,What kind of jobs do you imagine you might do in the future?,Q28,"Presenting our project, I liked explaining it to the parents."
