ResponseId,item,response,response_code,score,is_dont_know,source_column
R_MK0019133,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0020431,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0021482,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0022458,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0023977,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0025500,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0026571,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0027927,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0028258,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0029779,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0030633,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0031816,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0032287,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0033998,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0034390,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0035805,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0036231,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0037540,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0038406,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0039929,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0040419,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0041486,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0042213,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0043282,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0044213,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0045654,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0046112,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0047577,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0049860,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0050307,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0051679,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0052370,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0053388,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0054499,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0056412,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0057690,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0059350,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0060505,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0061473,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0062875,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0063584,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0064579,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0065610,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0067929,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0068572,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0069886,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0070552,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0071406,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0072687,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0073840,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0074143,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0075767,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0076765,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0077639,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0078481,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0079582,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0080425,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0081132,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0082408,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0083550,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0085137,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0086766,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0087249,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0090543,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0091576,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0093403,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0095688,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0096679,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0097674,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0098119,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0099227,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0100914,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0102866,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0103899,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0104469,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0105582,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0106951,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0107157,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0108530,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0109787,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0110138,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0111137,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0112381,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0113434,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0114344,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0116277,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0117584,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0118601,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0119688,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0120370,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0121297,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0122334,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0123776,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0124554,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0125621,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0126126,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0128312,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0129652,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0130784,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0131904,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0132200,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0133162,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0134540,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0135905,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0136936,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0138439,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0139460,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0140452,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0142815,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0143734,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0144185,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0145711,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0147584,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0148883,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0149612,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0150239,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0151336,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0152384,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0153565,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0154754,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0155619,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0156966,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0157937,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0158474,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0159733,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0160733,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0161254,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0162481,I know about different kinds of jobs that use STEM,Maybe,3,2,False,Q25_3
R_MK0163945,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0164227,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0165174,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0166745,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0167637,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0168775,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0169479,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0170181,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0171613,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0172371,I know about different kinds of jobs that use STEM,I do not know,5,,True,Q25_3
R_MK0173150,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0174572,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0175538,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0176790,I know about different kinds of jobs that use STEM,Yes a little,2,3,False,Q25_3
R_MK0177409,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0178316,I know about different kinds of jobs that use STEM,Yes a lotI,1,4,False,Q25_3
R_MK0179159,I know about different kinds of jobs that use STEM,No,4,1,False,Q25_3
R_MK0000627,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0001988,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0002347,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0003730,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0004719,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0006905,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0008384,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0009361,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0010793,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0011527,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0012224,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0013321,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0014269,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0017754,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0019133,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0020431,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0021482,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0022458,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0023977,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0025500,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0026571,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0027927,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0028258,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0029779,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0030633,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0031816,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0032287,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0033998,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0034390,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0035805,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0036231,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0037540,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0038406,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0039929,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0040419,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0041486,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0042213,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0043282,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0044213,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0045654,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0046112,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0047577,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0049860,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0050307,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0051679,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0052370,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0053388,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0054499,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0056412,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0057690,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0059350,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0060505,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0061473,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0062875,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0063584,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0064579,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0065610,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0067929,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0068572,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0069886,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0070552,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0071406,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0072687,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0073840,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0074143,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0075767,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0076765,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0077639,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0078481,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0079582,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0080425,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0081132,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0082408,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0083550,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0085137,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0086766,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0087249,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0090543,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0091576,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0093403,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0095688,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0096679,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0097674,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0098119,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0099227,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0100914,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0102866,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0103899,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0104469,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0105582,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0106951,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0107157,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0108530,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0109787,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0110138,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0111137,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0112381,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0113434,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0114344,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0116277,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0117584,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0118601,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0119688,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0120370,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0121297,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0122334,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0123776,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0124554,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0125621,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0126126,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0128312,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0129652,"I have met, seen of heard people in STEM jobs who are like me",I do not know,5,,True,Q25_4
R_MK0130784,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0131904,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0132200,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0133162,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0134540,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0135905,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0136936,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0138439,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0139460,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0140452,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0142815,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0143734,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0144185,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0145711,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0147584,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0148883,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0149612,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0150239,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0151336,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0152384,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0153565,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0154754,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0155619,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0156966,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0157937,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0158474,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0159733,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0160733,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0161254,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0162481,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0163945,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0164227,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0165174,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0166745,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0167637,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0168775,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0169479,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0170181,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0171613,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0172371,"I have met, seen of heard people in STEM jobs who are like me",Yes a little,2,3,False,Q25_4
R_MK0173150,"I have met, seen of heard people in STEM jobs who are like me",No,4,1,False,Q25_4
R_MK0174572,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0175538,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0176790,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
R_MK0177409,"I have met, seen of heard people in STEM jobs who are like me",Maybe,3,2,False,Q25_4
R_MK0178316,"I have met, seen of heard people in STEM jobs who are like me",Yes a lotI,1,4,False,Q25_4
